1649;-1179;-1679;1649;-1179;-1678;0;0;0;0;0;101;
1649;-1179;-1679;1649;-1179;-1676;-2;-1;84;0;0;101;
1649;-1179;-1678;1649;-1179;-1673;17;11;95;104;18;101;
1648;-1179;-1676;1648;-1179;-1669;0;-2;107;116;0;-101;
1649;-1179;-1672;1649;-1179;-1667;11;-2;104;105;11;-101;
1649;-1179;-1670;1649;-1179;-1664;-11;3;84;93;-12;101;
1649;-1179;-1665;1649;-1179;-1661;-2;1;72;81;-2;101;
1649;-1179;-1661;1648;-1179;-1659;-7;9;56;67;-9;101;
1648;-1179;-1658;1648;-1179;-1658;-7;16;66;74;-7;101;
1648;-1179;-1656;1648;-1179;-1655;0;15;83;91;0;101;
1648;-1179;-1654;1648;-1179;-1653;4;0;91;90;5;101;
1648;-1179;-1652;1648;-1178;-1650;20;12;70;78;20;101;
1648;-1177;-1647;1648;-1178;-1648;1;0;48;0;0;101;
1648;-1177;-1645;1648;-1177;-1647;-1;10;31;36;-2;101;
1648;-1177;-1643;1647;-1177;-1647;14;16;11;13;14;101;
1648;-1175;-1641;1647;-1177;-1646;-7;1;-3;-3;-7;101;
1648;-1175;-1641;1647;-1177;-1647;10;3;-7;-5;11;101;
1646;-1175;-1641;1647;-1177;-1647;-9;0;-4;-2;-10;101;
1648;-1175;-1641;1647;-1177;-1647;0;-3;1;2;0;-101;
1646;-1175;-1641;1647;-1177;-1647;2;1;0;1;2;101;
1646;-1175;-1641;1647;-1177;-1647;2;1;0;-1;2;101;
1648;-1175;-1641;1647;-1177;-1647;0;0;0;0;0;101;
1648;-1174;-1641;1647;-1177;-1647;0;0;0;0;0;101;
1648;-1175;-1641;1647;-1177;-1647;0;0;0;0;0;101;
1648;-1175;-1641;1647;-1177;-1647;0;0;0;0;0;101;
1648;-1175;-1641;1647;-1177;-1647;23;11;-28;-37;23;101;
1648;-1175;-1641;1647;-1177;-1648;3;-9;-45;-51;3;-101;
1646;-1174;-1641;1647;-1176;-1650;9;6;-39;-49;9;101;
1648;-1175;-1643;1647;-1177;-1651;-8;-12;-37;-38;-9;-101;
1646;-1175;-1645;1648;-1176;-1652;5;-3;-42;-45;2;-101;
1646;-1175;-1645;1648;-1176;-1653;4;-3;-39;-44;5;-101;
1648;-1175;-1647;1648;-1176;-1655;-4;0;-42;-46;-5;101;
1646;-1174;-1649;1648;-1176;-1656;-12;-3;-47;-48;-14;-101;
1646;-1175;-1650;1648;-1176;-1657;-9;1;-51;-54;-10;101;
1646;-1175;-1652;1647;-1176;-1659;-6;14;-53;-57;-6;101;
1646;-1175;-1654;1647;-1176;-1661;-6;8;-51;-57;-6;101;
1646;-1175;-1654;1647;-1176;-1662;-16;-4;-45;-44;-16;-101;
1646;-1175;-1656;1646;-1177;-1663;-7;2;-22;-27;-7;101;
1646;-1175;-1658;1646;-1177;-1663;2;4;-7;-1;2;101;
1646;-1177;-1659;1646;-1177;-1663;0;3;8;4;0;101;
1646;-1177;-1661;1646;-1177;-1663;3;1;7;3;2;101;
1646;-1177;-1661;1646;-1177;-1663;4;6;1;2;5;101;
1646;-1177;-1661;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;-2;1;0;1;-2;101;
1646;-1177;-1659;1646;-1177;-1663;2;1;0;-1;2;101;
1646;-1175;-1659;1646;-1177;-1663;2;1;0;1;2;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1175;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1175;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1661;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1175;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1175;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1644;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1644;-1175;-1661;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1175;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1661;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1175;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1177;-1659;1646;-1177;-1663;0;0;0;0;0;101;
1646;-1175;-1659;1646;-1176;-1663;1;16;34;40;2;101;
1646;-1177;-1659;1646;-1176;-1661;-11;-12;48;48;-12;-101;
1646;-1177;-1659;1646;-1176;-1660;-12;2;41;45;-12;101;
1646;-1175;-1658;1646;-1176;-1659;-3;2;34;38;-3;101;
1646;-1175;-1658;1646;-1176;-1658;11;3;41;42;12;101;
1644;-1175;-1656;1646;-1176;-1657;2;12;34;29;2;101;
1646;-1175;-1654;1646;-1176;-1656;-5;13;14;12;-6;101;
1644;-1174;-1652;1645;-1176;-1656;0;7;2;2;0;101;
1644;-1174;-1652;1645;-1176;-1656;2;1;-4;-1;2;101;
1644;-1174;-1652;1645;-1176;-1656;0;3;-4;-2;0;101;
1644;-1174;-1652;1645;-1176;-1656;0;-3;-1;-2;0;-101;
1644;-1174;-1652;1645;-1176;-1656;0;0;1;0;0;101;
1644;-1174;-1652;1645;-1176;-1656;0;0;0;0;0;101;
1644;-1174;-1652;1645;-1176;-1656;0;0;0;0;0;101;
1644;-1174;-1652;1645;-1176;-1656;0;0;0;0;0;101;
1644;-1174;-1652;1645;-1176;-1656;0;0;0;0;0;101;
