1205;-578;164;1211;-601;183;0;0;-26;-132;
1205;-578;164;1211;-601;183;0;0;-45;-170;
1205;-578;164;1211;-601;183;0;0;-37;-79;
1205;-578;164;1211;-601;183;0;0;17;0;
1205;-578;164;1211;-601;183;0;0;-17;-137;
1205;-578;164;1211;-601;183;0;0;-11;-127;
1205;-578;164;1212;-601;183;0;0;-23;-154;
1205;-578;164;1212;-601;183;0;0;-15;-134;
1205;-578;164;1212;-601;183;0;0;-18;-132;
1205;-578;164;1212;-601;183;0;0;-24;-114;
1205;-578;164;1212;-601;183;0;0;-48;-142;
1205;-578;164;1212;-601;183;0;0;-32;-156;
1205;-578;164;1212;-601;183;0;0;-11;-77;
1205;-578;164;1212;-601;183;0;0;43;-166;
1205;-578;164;1212;-601;183;0;0;21;-155;
1205;-578;164;1212;-601;183;0;0;3;-141;
1205;-578;164;1212;-601;183;0;0;-52;-149;
1205;-578;164;1212;-601;183;0;0;34;-160;
1205;-578;164;1212;-601;183;0;0;-17;-152;
1205;-578;164;1212;-601;183;0;0;-42;-160;
1205;-578;164;1212;-601;183;0;0;-1;-158;
1205;-578;164;1212;-601;183;0;0;-41;-150;
1205;-578;164;1212;-601;183;0;0;-53;-148;
1205;-578;164;1212;-601;183;0;0;-9;-123;
1205;-578;164;1212;-601;183;0;0;-4;-111;
1205;-578;164;1212;-601;183;0;0;-15;-102;
1205;-578;164;1212;-601;183;0;0;-40;-140;
1205;-578;164;1212;-601;183;0;0;-47;-95;
1205;-578;164;1212;-601;183;0;0;-9;-74;
1205;-578;164;1212;-601;183;0;0;-23;-139;
1205;-578;164;1212;-601;183;0;0;-15;-102;
1205;-578;164;1212;-601;183;0;0;-25;-155;
1205;-578;164;1212;-601;183;0;0;-45;-145;
1205;-578;164;1212;-601;183;0;0;-40;-135;
1205;-578;164;1212;-601;183;0;0;5;-123;
1205;-578;164;1212;-601;183;0;0;-29;-111;
1205;-578;164;1212;-601;183;0;0;-63;-144;
1205;-578;164;1212;-601;183;0;0;-56;-120;
1205;-578;164;1212;-601;183;0;0;-33;-126;
1205;-578;164;1212;-601;183;0;0;-3;-91;
1205;-578;164;1212;-601;183;0;0;4;-142;
1205;-578;164;1212;-601;183;0;0;-26;-91;
1205;-578;164;1212;-601;183;0;0;-49;-140;
1205;-578;164;1212;-601;183;0;0;30;-135;
1205;-578;164;1212;-601;183;0;0;-32;-156;
1205;-578;164;1212;-601;183;0;0;-54;-151;
1205;-578;164;1212;-601;183;0;0;-32;-134;
1205;-578;163;1212;-601;183;0;0;-29;-111;
1205;-578;163;1212;-601;183;0;0;-4;-152;
1205;-578;164;1212;-601;183;0;0;-39;-154;
1205;-578;164;1212;-601;183;0;0;-4;-34;
1205;-578;164;1212;-601;183;0;0;2;-135;
1205;-578;164;1212;-601;183;0;0;-18;-90;
1205;-578;163;1212;-601;183;0;0;-40;-150;
1205;-578;163;1212;-601;183;0;0;-44;-143;
1205;-578;164;1212;-601;183;0;0;-30;-116;
1205;-578;164;1212;-601;183;0;0;-21;-145;
1205;-578;164;1212;-601;183;0;0;-13;-126;
1205;-578;164;1212;-601;183;0;0;19;-166;
1205;-578;164;1212;-601;183;0;0;-35;-21;
1205;-578;163;1212;-601;183;0;0;-13;-95;
1205;-578;163;1212;-601;183;0;0;29;-139;
1205;-578;164;1212;-601;183;0;0;-44;-139;
1205;-578;164;1212;-601;183;0;0;0;-120;
1205;-578;164;1212;-601;183;0;0;-24;-157;
1205;-578;164;1212;-601;183;0;0;-50;-109;
1205;-578;164;1212;-601;183;0;0;13;-105;
1205;-578;164;1212;-601;183;0;0;-51;-118;
1205;-578;164;1212;-601;183;0;0;-53;-56;
1205;-578;164;1212;-601;183;0;0;6;-67;
1205;-578;164;1212;-601;183;0;0;15;-117;
